Entry	Gene names
R4GNH9	EXOSC1
A0A0U1RQF0	FASN
A0A0U1RRG3	FASN
A0A1B0GTR5	FASN
A0A1B0GVK4	FASN
A0A1B0GWG8	FASN
J3KTF0	FASN
P49327	FASN FAS
Q6PJJ3	FASN
A0A024R4T4	UBE2M hCG_2045958
M0QX69	UBE2M
M0QYI6	UBE2M
P61081	UBE2M UBC12
P00558	PGK1 PGKA MIG10 OK/SW-cl.110
A1YYW4	SOD1
H7BYH4	SOD1
L8E9E6	SOD1
P00441	SOD1
X5CHU1	SOD1
X5CN18	SOD1
X5CQ60	SOD1
X5D3F9	SOD1
X5D3G4	SOD1
X5D5A9	SOD1
A8MUS3	RPL23A hCG_1988529
H7BY10	RPL23A
K7EJV9	RPL23A
K7EMA7	RPL23A
K7ERT8	RPL23A
P62750	RPL23A
Q6FIA7	GHITM
Q9H3K2	GHITM DERP2 MICS1 TMBIM5 My021 UNQ244/PRO281
A0A0S2Z471	CKB hCG_25499
G3V2I1	CKB
G3V461	CKB
G3V4N7	CKB
H0YJG0	CKB
H0YJJ7	CKB
H0YJK0	CKB
P12277	CKB CKBB
V9HWH2	HEL-S-29 CKB
A0A140VJE3	METAP2
F8VQZ7	METAP2
F8VRR3	METAP2
F8VSC4	METAP2
F8VY03	METAP2
F8VZX9	METAP2
G3V1U3	METAP2 hCG_2015111
L0R5B9	METAP2
P50579	METAP2 MNPEP P67EIF2
K7EIT3	EFTUD2
K7EIV5	EFTUD2
K7EJ74	EFTUD2
K7EP67	EFTUD2
K7EQ26	EFTUD2
K7ERJ5	EFTUD2
Q15029	EFTUD2 KIAA0031 SNRP116
E5RJH9	SQLE
E7EVQ6	SQLE
H0YBN7	SQLE
Q14534	SQLE ERG1
A0A024R6J7	PAPOLA hCG_24516
A0A024R6M3	PAPOLA hCG_24516
A0A0C4DGK1	PAPOLA hCG_24516
G3V2A0	PAPOLA
G3V3I9	PAPOLA
G3V457	PAPOLA
G3XAH6	PAPOLA
H0YJ00	PAPOLA
H0YJL4	PAPOLA
H0YJZ9	PAPOLA
L8ECL5	PAPOLA
P51003	PAPOLA PAP
B8ZZ47	IMP4
B9A008	IMP4
E7ENR5	IMP4
F8WCN0	IMP4
H0Y714	IMP4
Q8TCT7	SPPL2B IMP4 KIAA1532 PSL1
Q96G21	IMP4 BXDC4
H3BN65	CDR2
H3BQS4	CDR2
H3BTR1	CDR2
H3BU23	CDR2
H3BUE0	CDR2
Q01850	CDR2 PCD17
B0QYW5	SLC25A17
B1AHN4	SLC25A17
F2Z2I9	SLC25A17
F6RTR7	SLC25A17
F8WA85	SLC25A17
F8WBA4	SLC25A17
F8WCH6	SLC25A17
F8WCN9	SLC25A17
F8WE74	SLC25A17
F8WEC6	SLC25A17
F8WF87	SLC25A17
O43808	SLC25A17 PMP34
A0A384MDU9	DCTN2 hCG_2016464
A8K8J9	DCTN2 hCG_2016464
F8VRV7	DCTN2
F8VW18	DCTN2
F8VX93	DCTN2
F8W0U6	DCTN2
F8W1I6	DCTN2
H0YHL1	DCTN2
H0YI98	DCTN2
Q13561	DCTN2 DCTN50
E5RHK3	ARMC1
E5RJ86	ARMC1
E9PR92	ARMC1
Q9NVT9	ARMC1 ARCP
C9J5S7	PPIA
E5RIZ5	PPIA
F8WE65	PPIA
P62937	PPIA CYPA
F5H2A4	HMGA2
F5H2U8	HMGA2
F5H6H0	HMGA2
H0YFY4	HMGA2
P52926	HMGA2 HMGIC
Q1M183	HMGA2
A0A087WYX9	COL5A2
A0A3B3IRH9	COL5A2
D3DPH5	COL5A2 hCG_1776254
P05997	COL5A2
Q5PR22	COL5A2
F8WD09	GPN1
Q9HCN4	GPN1 MBDIN RPAP4 XAB1 HUSSY-23
M0QXH1	RABAC1
M0QXU8	RABAC1
M0R1H9	RABAC1
M0R3D4	RABAC1 hCG_22312
Q9UI14	RABAC1 PRA1 PRAF1
C9J7E8	MKLN1
C9JVL5	MKLN1
C9JWX9	MKLN1
C9JXB0	MKLN1
F8WEY7	MKLN1
Q9UL63	MKLN1
A0A0A0MS51	GSN
A0A0A0MT01	GSN
A0A0U1RQL8	GSN
P06396	GSN
Q5T0H8	GSN
Q5T0I0	GSN
P55060	CSE1L CAS XPO2
A0A024RBD8	CNOT2 hCG_25144
A0A087X050	CNOT2
F8VP97	CNOT2
F8VPX5	CNOT2
F8VQD8	CNOT2
F8VQF4	CNOT2
F8VRJ3	CNOT2
F8VRS8	CNOT2
F8VS14	CNOT2
F8VSK9	CNOT2
F8VUB4	CNOT2
F8VV05	CNOT2
F8VV52	CNOT2
F8VVD4	CNOT2
F8VVY1	CNOT2
F8VWH8	CNOT2
F8VX63	CNOT2
F8W145	CNOT2
H0YH84	CNOT2
H0YHT6	CNOT2
H0YHT8	CNOT2
H0YI11	CNOT2
H0YI80	CNOT2
Q9NZN8	CNOT2 CDC36 NOT2 HSPC131 MSTP046
A0A024RD18	STK38 hCG_14799
Q15208	STK38 NDR1
A0A0B4J239	DAD1
F5GXX5	DAD1
F5H895	DAD1
P61803	DAD1
A0A0U1RQC3	QARS
A0A0U1RQE9	QARS
A0A0U1RQJ6	QARS
A0A0U1RQL2	QARS
A0A0U1RQM8	QARS
A0A0U1RQQ5	QARS
A0A0U1RQT0	QARS
A0A0U1RQU2	QARS
A0A0U1RQX5	QARS
A0A0U1RQX9	QARS
A0A0U1RR66	QARS
A0A0U1RR79	QARS
A0A0U1RRC8	QARS
A0A0U1RRI9	QARS
A0A0U1RRJ7	QARS
A0A1B0GTT3	QARS
A0A1B0GU21	QARS
A0A1B0GVU9	QARS
B4DDN1	QARS hCG_96727
C9J165	QARS
F2Z2V6	QARS
H7C0R3	QARS
I3QNU8	QARS
P47897	QARS
Q96AW5	QARS
Q9BUZ3	QARS
H7BZW7	CDC123
O75794	CDC123 C10orf7 D123
X6RA30	CDC123
X6RF82	CDC123
X6RKY7	CDC123
A0A024R0A8	AHCYL1 hCG_38162
O43865	AHCYL1 DCAL IRBIT XPVKONA
Q2NKW8	AHCYL1
Q9BTL0	AHCYL1
Q9UI76	AHCYL1 hCG_38162
B7ZLP5	SAFB
K7EII0	SAFB
K7ES42	SAFB
Q15424	SAFB HAP HET SAFB1
A0A024R5H0	BANF1 hCG_23287
E9PJJ8	BANF1
O75531	BANF1 BAF BCRG1
A0A024R7W0	IMPAD1 hCG_40999
H0YB38	IMPAD1
H0YBS3	IMPAD1
Q9NX62	IMPAD1 IMPA3
A0A024R6I3	TMED10 hCG_22348
G3V2K7	TMED10
P49755	TMED10 TMP21
Q13601	KRR1 HRB2
P30041	PRDX6 AOP2 KIAA0106
V9HWC7	HEL-S-128m PRDX6 hCG_22109
A0A024R5S7	CCPG1 hCG_40050
H3BN32	CCPG1
H3BNE2	CCPG1
H3BPP4	CCPG1
H3BQN1	CCPG1
H3BR24	CCPG1
H3BTZ1	CCPG1
H3BV63	CCPG1
Q9ULG6	CCPG1 CCP8 CPR8 KIAA1254
A0A0B4J206	MARCH6
D6RHY7	MARCH6
O60337	MARCH6 KIAA0597 RNF176 TEB4
K7EKP8	ACOT7
O00154	ACOT7 BACH
A0A0M4FNU3	ALDOA
H3BMQ8	ALDOA
H3BPS8	ALDOA
H3BQN4	ALDOA
H3BR04	ALDOA
H3BR68	ALDOA
H3BU78	ALDOA
H3BUH7	ALDOA
J3KPS3	ALDOA LOC112694756 hCG_1811258
P04075	ALDOA ALDA
V9HWN7	HEL-S-87p ALDOA hCG_1811258
P62877	RBX1 RNF75 ROC1
A0A087WWP1	IQGAP1
A0A087X225	IQGAP1
A0A0J9YXZ5	IQGAP1
A4QPB0	IQGAP1
H0YKA5	IQGAP1
H0YLE8	IQGAP1
P46940	IQGAP1 KIAA0051
Q05DN7	IQGAP1
Q5FWG8	IQGAP1
Q6P1N4	IQGAP1
A0A3G2LMN0	ELOVL1
Q502X7	ELOVL1
Q9BW60	ELOVL1 SSC1 CGI-88
H0YD14	MYOF
Q9NZM1	MYOF FER1L3 KIAA1207
A6XND0	IGFBP3
A6XND1	IGFBP3
B3KWK7	IGFBP3 hCG_1735376
C9JMX4	IGFBP3
H0Y485	IGFBP3
H0Y5K2	IGFBP3
P17936	IGFBP3 IBP3
D3DQV9	EIF4G2 hCG_1991788
E9PKF8	EIF4G2
H0Y3P2	EIF4G2
H0YCF8	EIF4G2
H0YCH5	EIF4G2
H0YD77	EIF4G2
H0YD99	EIF4G2
H0YDC0	EIF4G2
H0YE22	EIF4G2
H0YE44	EIF4G2
H0YE87	EIF4G2
H0YEC5	EIF4G2
H0YEI7	EIF4G2
H0YEN8	EIF4G2
H0YEW3	EIF4G2
P78344	EIF4G2 DAP5 OK/SW-cl.75
Q2TU89	AAG1 EIF4G2 hCG_1991788
A0A024RC55	MFGE8 hCG_26628
A0A024RC59	MFGE8 hCG_26628
A0A087WUV5	MFGE8
H0YKB5	MFGE8
H0YKS8	MFGE8
Q08431	MFGE8
X6R3G6	MFGE8
H3BS86	STUB1
H3BTA3	STUB1
H3BUD0	STUB1
Q9UNE7	STUB1 CHIP PP1131
V9GYH3	STUB1
F8WDF4	SZRD1
Q7Z422	SZRD1 C1orf144
F8VRH0	PCBP2
F8VTZ0	PCBP2
F8VXH9	PCBP2
F8VZX2	PCBP2
F8W0G4	PCBP2
F8W1G6	PCBP2
H3BND9	PCBP2
H3BRU6	PCBP2
H3BSP4	PCBP2
H3BSS4	PCBP2
L8E745	PCBP2
Q15366	PCBP2
F2Z2C0	DIS3
G3V1J5	DIS3 KIAA1008 hCG_32200
Q49AG4	DIS3
Q9Y2L1	DIS3 KIAA1008 RRP44
P68371	TUBB4B TUBB2C
P30044	PRDX5 ACR1 SBBI10
E9PQK6	API5
G3V1C3	API5
H0YER7	API5
Q9BZZ5	API5 MIG8
A0A0R4J2E8	MATR3
A0A1B0GX04	MATR3
A8MXP9	MATR3
B3KM87	MATR3
D6R8Z5	MATR3
D6R991	MATR3
D6R9F3	MATR3
D6R9N0	MATR3
D6RAM9	MATR3
D6RAY2	MATR3
D6RB45	MATR3
D6RBI2	MATR3
D6RBK5	MATR3
D6RBS2	MATR3
D6RCM3	MATR3
D6RE02	MATR3
D6REK4	MATR3
D6REM6	MATR3
D6RIA2	MATR3
H0Y8T4	MATR3
P43243	MATR3 KIAA0723
Q68E03	MATR3 DKFZp686L22104
A0A024R9I0	ATP6V1C1 hCG_14602
E7EV59	ATP6V1C1
P21283	ATP6V1C1 ATP6C ATP6D VATC
A0A087WTK6	ZBTB8OS
A0A087WUU3	ZBTB8OS
A0A087WW18	ZBTB8OS
A0A087X0V4	ZBTB8OS
A0A087X1H4	ZBTB8OS
A8K0B5	ZBTB8OS
D3DPQ2	ZBTB8OS hCG_2032080
F6SII6	ZBTB8OS
H7C3R6	ZBTB8OS
Q8IWT0	ZBTB8OS ARCH
S4R426	ZBTB8OS
Q06210	GFPT1 GFAT GFPT
B1AK20	DNAJC11
Q5TH61	DNAJC11
Q9NVH1	DNAJC11
C9JG87	MRPL39
Q9NYK5	MRPL39 C21orf92 MRPL5 RPML5 MSTP003 PRED22
A0A087X2I1	PSMC6
H0YJC0	PSMC6
H0YJD2	PSMC6
H0YJE9	PSMC6
H0YJS8	PSMC6
H0YJT1	PSMC6
H0YJW2	PSMC6
H0YJX2	PSMC6
H0YJY8	PSMC6
P62333	PSMC6 SUG2
A0A0D9SFS3	OGDH
A2VCT2	OGDH
A2VCT3	OGDH
A5XEI0	OGDH
A5XEI1	OGDH
C9J4G7	OGDH
E9PCR7	OGDH
E9PDF2	OGDH
E9PFG7	OGDH
Q02218	OGDH
A0A024R3D8	DLAT hCG_39465
E9PEJ4	DLAT
E9PKC7	DLAT
H0YDD4	DLAT
P10515	DLAT DLTA
Q86YI5	DLAT
D6RDJ1	LYAR
Q9NX58	LYAR PNAS-5
A0A024QYZ0	SEC61G hCG_1639800
P60059	SEC61G
A0A024R9L7	MYC hCG_15917
A0A087WUS5	MYC
A0A087WVR4	MYC
A0A0B4J1R1	MYC hCG_15917
A0A224B085	MYC
A0N2G3	MYC
B0B0N9	MYC
B3CJ63	MYC
B3CJ64	MYC
B3CJ65	MYC
B3CJ66	MYC
B3CJ69	MYC
B3CJ71	MYC
B3CJ72	MYC
B3CJ73	MYC
B3CJ74	MYC
B3CJ75	MYC
B3CJ76	MYC
B3CJ77	MYC
B3CJ78	MYC
B3CJ81	MYC
B3CJ82	MYC
B3CJ86	MYC
B3CJ87	MYC
B3CJ88	MYC
B3CJ89	MYC
B3CJ90	MYC
B3CJ91	MYC
B3CJ92	MYC
B3CJ93	MYC
B3CJ94	MYC
B3CJA1	MYC
B3CJA3	MYC
B3CJA4	MYC
B3CJA7	MYC
B3CJA8	MYC
B3CJA9	MYC
B3CJB0	MYC
B3CJB1	MYC
B3CJB2	MYC
B3CJB3	MYC
B3CJB8	MYC
B3CJB9	MYC
B3CJC0	MYC
B3CJC6	MYC
B3CJC7	MYC
B3CJC8	MYC
B3CJD1	MYC
B3CJD2	MYC
B3CJD3	MYC
B3CJD5	MYC
B3CJD6	MYC
B3CJD7	MYC
B3CJD8	MYC
B3CJD9	MYC
B3CJE0	MYC
E5RGD7	MYC
H0YBG3	MYC
H0YBT0	MYC
P01106	MYC BHLHE39
Q14899	MYC MRTL
Q14901	MYC
Q16591	MYC
I3L0K7	TRAP1 hCG_16634
I3L0P6	TRAP1
I3L239	TRAP1
I3L253	TRAP1
I3L2D5	TRAP1
I3L3L4	TRAP1
I3L4L7	TRAP1
K0A7K7	TRAP1
Q12931	TRAP1 HSP75
Q58FF3	HSP90B2P GRP94B GRP94P1 TRAP1
Q5CAQ4	TRAP1
Q9BV61	TRAP1
J3KRR8	UTP6
J3QSA7	UTP6
Q9NYH9	UTP6 C17orf40 HCA66 MHAT
J3KPZ4	C1D
Q13901	C1D
P28562	DUSP1 CL100 MKP1 PTPN10 VH1
A0A0U1RQU6	KRT8
F8VP67	KRT8
F8VQY3	KRT8
F8VUG2	KRT8
F8W1U3	KRT8
H0YIB2	KRT8
P05787	KRT8 CYK8
Q969I0	KRT8
A0JLN3	RRP15
Q9Y3B9	RRP15 KIAA0507 CGI-115
Q8IVD9	NUDCD3 KIAA1068
A0A024R5H8	RAB6A hCG_1773959
A0A024R5J5	RAB6A hCG_1773959
F5GX61	RAB6A
F5H3K7	RAB6A
P20340	RAB6A RAB6
Q6FGX3	RAB6A
D6RHI0	CCNB1
E9PC90	CCNB1
H0Y9U8	CCNB1
H0YA62	CCNB1
P14635	CCNB1 CCNB
A0A0C4DFS8	NAMPT
C9JF35	NAMPT
C9JG65	NAMPT
P43490	NAMPT PBEF PBEF1
A0A024R5M3	CTTN hCG_23463
A0A0B6XJY7	CTTN
H0YCD9	CTTN
H0YEV2	CTTN
Q14247	CTTN EMS1
Q53S33	BOLA3
Q8N338	BOLA3
Q9UKR5	ERG28 C14orf1 AD-011 HSPC288 x0006
A0A384NPU2	HINT1 hCG_23479
D6RC06	HINT1
D6RD60	HINT1
D6RE99	HINT1
D6REP8	HINT1
H0YC49	HINT1
P49773	HINT1 HINT PKCI1 PRKCNH1
L8EB11	TM9SF3
Q5TB53	TM9SF3
Q8WUB5	TM9SF3
Q9HD45	TM9SF3 SMBP UNQ245/PRO282
F5GWF6	CCT2
F8VQ14	CCT2
P78371	CCT2 99D8.1 CCTB
V9HW96	HEL-S-100n CCT2 hCG_24460
A0A0S2Z5P5	MCMBP C10orf119 hCG_40606
A0A0S2Z614	MCMBP
Q9BTE3	MCMBP C10orf119
K7EJT3	PGD
K7ELN9	PGD
K7EM49	PGD
K7EMN2	PGD
K7EPF6	PGD
P52209	PGD PGDH
A0A087WTP3	KHSRP
M0QXW7	KHSRP
M0QYG1	KHSRP
M0QYH3	KHSRP
M0R0C6	KHSRP
M0R0I5	KHSRP
M0R251	KHSRP
M0R263	KHSRP
M0R3J3	KHSRP
Q92945	KHSRP FUBP2
A0A024R4E2	TARDBP hCG_2005583
A0A087WTG4	TARDBP
A0A087WV68	TARDBP
A0A087WVX6	TARDBP
A0A087WW61	TARDBP
A0A087WX29	TARDBP
A0A087WX67	TARDBP
A0A087WXQ5	TARDBP
A0A087WXV3	TARDBP
A0A087WYY0	TARDBP
A0A087WZC9	TARDBP
A0A087WZM1	TARDBP
A0A087X260	TARDBP
A0A0A0MSV7	TARDBP TDP43
A0A0A0N0M3	TARDBP TDP43
A0A1W2PNU8	TARDBP
B1AKP7	TARDBP
G3V162	TARDBP hCG_2005583
K7EJ99	TARDBP
K7EJM5	TARDBP
K7EL26	TARDBP
K7EN94	TARDBP
K7ENM9	TARDBP
Q13148	TARDBP TDP43
Q9H256	TARDBP hCG_2005583
A0A024RBC5	GNS hCG_1640559
A0A0S2Z3S2	GNS
F5H4C6	GNS
F6S8M0	GNS
H0YFA9	GNS
H7C3P4	GNS hCG_1640559
P15586	GNS
A0A0B6XK00	LGALS1
F8WCQ5	LGALS1
F8WEI7	LGALS1
P09382	LGALS1
A0A024R0R9	NAPA hCG_20549
A0A024R0V6	NAPA hCG_20549
M0QZM9	NAPA
M0QZN5	NAPA
M0R027	NAPA
M0R031	NAPA
M0R058	NAPA
M0R0I4	NAPA
M0R0Y2	NAPA
M0R213	NAPA
M0R2M1	NAPA
O96009	NAPSA NAP1 NAPA
P54920	NAPA SNAPA
A0A0B4J287	COMMD4
H3BM91	COMMD4
H3BPG2	COMMD4
H3BQF2	COMMD4
H3BRX0	COMMD4
H3BTV9	COMMD4
Q9H0A8	COMMD4
A0A075B6F9	NOSIP
A0A075B797	NOSIP
M0QX85	NOSIP
M0R1K2	NOSIP
M0R1T7	NOSIP
M0R3B2	NOSIP
Q9Y314	NOSIP CGI-25
A0A024R5L7	PICALM hCG_1730090
A0A024R5P1	PICALM hCG_1730090
B5BU72	PICALM
E9PI56	PICALM
E9PJT1	PICALM
E9PK13	PICALM
E9PKP6	PICALM
E9PLJ8	PICALM
H0YCY1	PICALM
H0YD48	PICALM
H0YE97	PICALM
H0YEF7	PICALM
H0YEH1	PICALM
H0YEY8	PICALM
L8ECD8	PICALM
Q13492	PICALM CALM
H0YBN6	CSNK1G3
Q9Y6M4	CSNK1G3
A0A024RAM0	TNPO1 hCG_2015745
E7EW37	TNPO1
Q92973	TNPO1 KPNB2 MIP1 TRN
S4R398	TNPO1
A0A024QZ30	SDHA hCG_1639814
A0A087X1I3	SDHA
D6REB7	SDHA
D6RFM5	SDHA
H0Y8S2	SDHA
H0Y8X1	SDHA
P31040	SDHA SDH2 SDHF
Q0QF12	SDHA
F8VNY3	CBX5
P45973	CBX5 HP1A
Q6I9T7	CBX5
V9HWG0	HEL25 CBX5 hCG_2018191
A0A087X1H5	ACAP2
A0A0U1RQT1	ACAP2
C9J8L1	ACAP2
F8WAU0	ACAP2
H7C3K3	ACAP2
H7C3Q8	ACAP2
Q15057	ACAP2 CENTB2 KIAA0041
K7EK87	NECTIN2
K7EKE8	NECTIN2
K7ERL3	NECTIN2
Q92692	NECTIN2 HVEB PRR2 PVRL2
A0A2Z6ATB6	DBN1
B3KSQ7	DBN1 hCG_2039393
D6R9Q9	DBN1
D6R9W4	DBN1
D6RCR4	DBN1
D6RFI1	DBN1
Q16643	DBN1 D0S117E
A0A024R9D2	MTDH hCG_15302
E5RJU9	MTDH
H0YB56	MTDH
H0YBE0	MTDH
H0YBJ8	MTDH
Q86UE4	MTDH AEG1 LYRIC
A0A0S2Z5M9	CDC73
A0A0S2Z5N1	CDC73
A0A1B0GUB2	CDC73
A0A2R8Y640	CDC73
A0A2R8YHB3	CDC73
A0A3B3IRP5	CDC73
A0A3B3ISN2	CDC73
Q6P1J9	CDC73 C1orf28 HRPT2
D3DQY6	TSG101 hCG_1991499
F5H442	TSG101
J3QKS4	TSG101
J3QRU6	TSG101
L0L6B6	TSG101
Q86SI0	TSG101
Q99816	TSG101
A0A024R462	FN1 hCG_1813428
A6YID2	FN1
A6YID3	FN1
A6YID4	FN1
A6YID5	FN1
A6YID6	FN1
A6YID7	FN1
B7ZLE5	FN1
H0Y4K8	FN1
H0Y7Z1	FN1
O95608	FN1
P02751	FN1 FN
Q14327	FN1
Q14328	FN1
Q53S27	FN1
Q6PJE5	FN1
Q7L553	FN1
A0A024R571	EHD1 hCG_23386
B2R5U3	EHD1 hCG_23386
C9IZH1	EHD1
C9J2Z4	EHD1
C9JC03	EHD1
C9JDQ8	EHD1
C9JIJ3	EHD1
Q9H4M9	EHD1 PAST PAST1 CDABP0131
A0A0S2Z4W6	GFPT2
A0A0S2Z4X9	GFPT2 hCG_15277
D6RAC1	GFPT2
E5RJP4	GFPT2
O94808	GFPT2
A0A0G2JJL1	WDR46
A0A140T9L0	WDR46
B0UZZ8	WDR46 C6orf11 hCG_17524
H0Y6G3	WDR46
O15213	WDR46 BING4 C6orf11 FP221
A0A024R4Z6	SSRP1 hCG_39757
A0A0U1RRK2	SSRP1
E9PMD4	SSRP1
E9PPZ7	SSRP1
L8EA29	SSRP1
Q08945	SSRP1 FACT80
Q9NP77	SSU72 HSPC182 PNAS-120
A0A3B3ISY8	CIB1
Q99828	CIB1 CIB KIP PRKDCIP
O14828	SCAMP3 C1orf3 PROPIN1
Q6FHJ5	SCAMP3
D6RA93	NCAPG
H0Y9Z8	NCAPG
Q6NUR1	NCAPG
A0A024RBP2	PPP1CC hCG_38556
A0A087WYY5	PPP1CC
F8VR82	PPP1CC
F8VYE8	PPP1CC
F8W0V8	PPP1CC
F8W0W8	PPP1CC
F8W1A0	PPP1CC
P36873	PPP1CC
Q9UPN1	PPP1CC
C9J013	MCM2
C9JZ21	MCM2
F8WDM3	MCM2
H0Y8E6	MCM2
H7C4N9	MCM2
P49736	MCM2 BM28 CCNL1 CDCL1 KIAA0030
Q9BWF4	MCM2
B2RU06	EIF4G1
B2RU10	EIF4G1
C9J2Z7	EIF4G1
C9J556	EIF4G1
C9J6B6	EIF4G1
C9J987	EIF4G1
C9JF13	EIF4G1
C9JHW9	EIF4G1
C9JIH5	EIF4G1
C9JSU8	EIF4G1
C9JWH7	EIF4G1
C9JWH9	EIF4G1
C9JWW9	EIF4G1
C9K073	EIF4G1
E7EUU4	EIF4G1
E7EX73	EIF4G1
E9PGM1	EIF4G1
F8WB97	EIF4G1
F8WCF2	EIF4G1
H7C044	EIF4G1
H7C0V6	EIF4G1
Q04637	EIF4G1 EIF4F EIF4G EIF4GI
Q96I65	EIF4G1
A0A1W2PPT5	POLR2B
C9J2Y9	POLR2B
C9J4M6	POLR2B
C9JMN3	POLR2B
C9JZW8	POLR2B
P30876	POLR2B
F6U4U2	NEK2
P51955	NEK2 NEK2A NLK1
P01111	NRAS HRAS1
Q5U091	NRAS hCG_38454
Q9H488	POFUT1 FUT12 KIAA0180
B4DJ81	NDUFS1
C9JPQ5	NDUFS1
E5KRK5	NDUFS1 hCG_17250
F8WDL5	NDUFS1
P28331	NDUFS1
Q9P1A0	NDUFS1
A0A024RDH0	CCNI hCG_24408
D6RDK3	CCNI
D6REZ3	CCNI
D6RG12	CCNI
D6RH01	CCNI
H0YA27	CCNI
Q14094	CCNI
Q6FHH0	CCNI
A0A0U1RQJ0	DDX17
A0A1W2PQ51	DDX17
A0A1X7SBZ2	DDX17
Q92841	DDX17
A0A3B3ITW1	GSK3B
B5BUC0	GSK3B
P49841	GSK3B
Q6FI27	GSK3B hCG_1818062
Q86TM2	GSK3B
A0A024R7B7	CDC37 hCG_28478
A1L0W4	MBD5 CDC37
K7EIU0	CDC37
K7EJ06	CDC37
K7EKQ2	CDC37
K7EL68	CDC37
K7EQA9	CDC37
Q16543	CDC37 CDC37A
Q6FG59	CDC37
A3KFJ0	AURKA
A3KFJ1	AURKA
A3KFJ2	AURKA
O14965	AURKA AIK AIRK1 ARK1 AURA AYK1 BTAK IAK1 STK15 STK6
Q5QPD1	AURKA
Q5QPD2	AURKA
Q5QPD4	AURKA
M0QZ90	RPS11
M0QZC5	RPS11
M0R1H5	RPS11
M0R1H6	RPS11
P62280	RPS11
O43719	HTATSF1
Q5H918	HTATSF1
Q5H919	HTATSF1
A0A024R6H0	CPSF2 hCG_21259
G3V3T7	CPSF2
G3V5T3	CPSF2
H0YJF4	CPSF2
Q9P2I0	CPSF2 CPSF100 KIAA1367
F8WC81	WDR75
F8WE20	WDR75
Q05D27	WDR75
Q8IWA0	WDR75 UTP17
C9JC63	OXA1L
E7EVY0	OXA1L
H7BZE6	OXA1L
J3KNA0	OXA1L
Q15070	OXA1L
Q2M1J6	OXA1L
S4R3Q9	OXA1L
M0QYZ2	AP2S1
M0QZ21	AP2S1
M0R0N4	AP2S1
M0R1S0	AP2S1
P53680	AP2S1 AP17 CLAPS2
X6R390	AP2S1
M0QXK2	SNRPA
M0QZG7	SNRPA
M0R0G9	SNRPA
M0R221	SNRPA
M0R268	SNRPA
M0R2B8	SNRPA
P09012	SNRPA
B4DIH5	COPS2
H0YKU5	COPS2
H0YM03	COPS2
H0YMC2	COPS2
P61201	COPS2 CSN2 TRIP15
A0A087X0X3	HNRNPM
M0QY96	HNRNPM
M0QYL3	HNRNPM
M0QYQ7	HNRNPM
M0QZM1	HNRNPM
M0R019	HNRNPM
M0R0N3	HNRNPM
M0R0Y6	HNRNPM
M0R2I7	HNRNPM
M0R2T0	HNRNPM
P52272	HNRNPM HNRPM NAGR1
A0A024R6W2	NUDT21 hCG_23912
H3BND3	NUDT21
H3BV41	NUDT21
O43809	NUDT21 CFIM25 CPSF25 CPSF5
O75663	TIPRL
A0A024R0Q7	PPP5C hCG_21093
A8MU39	PPP5C
H0YDU8	PPP5C
P53041	PPP5C PPP5
Q9BPW0	PPP5C
E9PCY5	TOP2B
H7BZ82	TOP2B
L8E8K5	TOP2B
Q02880	TOP2B
Q71UH4	TOP2B
M0R0N0	NDUFA7
M0R1K9	NDUFA7
O95182	NDUFA7
Q32Q14	NDUFA7
Q6FG42	NDUFA7
Q6IB89	NDUFA7
A0A024RAV5	KRAS hCG_14731
A0A221ZRZ1	KRAS
A0A221ZRZ4	KRAS
A0A221ZRZ5	KRAS
A0A3G1LBH1	KRAS
A5HC02	KRAS
A5HC03	KRAS
A5HC04	KRAS
A5HC05	KRAS
A5HC06	KRAS
A5HC07	KRAS
A5HC08	KRAS
A5HC09	KRAS
A5HC10	KRAS
A5HC11	KRAS
A5HC12	KRAS
A5HC13	KRAS
A5HC14	KRAS
A5HC15	KRAS
A5HC16	KRAS
A5HC17	KRAS
A5HC18	KRAS
A5HC19	KRAS
A5HC20	KRAS
A5HC21	KRAS
A5HC23	KRAS
A5HC24	KRAS
A5HC25	KRAS
A5HC26	KRAS
E5FF39	KRAS
G3V4K2	KRAS
G3V5T7	KRAS
L7RSL8	KRAS hCG_14731
P01116	KRAS KRAS2 RASK2
Q71SP6	KRAS
A0A024R3R6	NUP133 hCG_15516
Q8WUM0	NUP133
C9JGT6	PCYOX1
C9JM55	PCYOX1
C9K055	PCYOX1
F8W8W4	PCYOX1
Q53ST0	PCYOX1
Q584P1	PCYOX1
Q9UHG3	PCYOX1 KIAA0908 PCL1 UNQ597/PRO1183
K7EK06	FARSA
K7EPH2	FARSA
K7ER00	FARSA
K7ER16	FARSA
K7ERS0	FARSA
Q9Y285	FARSA FARS FARSL FARSLA
A0A024R2M7	OXSR1 hCG_42429
C9JIG9	OXSR1
F8WBK9	OXSR1
L8ECC0	OXSR1
O95747	OXSR1 KIAA1101 OSR1
O15199	ME1
P48163	ME1
A0A024R2P7	EXOSC7 hCG_1641243
Q15024	EXOSC7 KIAA0116 RRP42
D3DT44	GCLM hCG_31942
P48507	GCLM GLCLR
A0A024QYU9	EIF3S8 EIF3C hCG_201185
A0A024QYX7	EIF3S8 EIF3C hCG_201185
A1KYQ7	EIF3C EIF3S8
B3KNZ4	EIF3C EIF3S8
B4DDN4	EIF3C EIF3S8
